Index,Department,Code,Title,BOJA_Published,Time Auditing,Complete,Resume,BOJA_Link,Year_of_Audit
8,Organismos y Empresas Públicas,OE 08/2016,"Fiscalización de regularidad de la empresa pública Verificaciones Industriales de Andalucía, S.A. (VEIASA)","Nro. 102, 30/05/2019",Cerca de 4 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=507&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=507&type=resume,https://www.juntadeandalucia.es/eboja/2019/102/BOJA19-102-00050-7922-01_00156254.pdf,2016
7,Organismos y Empresas Públicas,OE 07/2016,"Fiscalización de regularidad de la Sociedad Mercantil Sevilla Activa, S.A.","Nro. 114, 17/06/2019",Cerca de 4 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=506&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=506&type=resume,https://www.juntadeandalucia.es/eboja/2019/114/BOJA19-114-00040-9128-01_00157454.pdf,2016
5,Organismos y Empresas Públicas,OE 04/2016,Fiscalización de las ayudas de la Agencia Andaluza de la Energía al ahorro y eficiencia energética a través de entidades adheridas. 2009 a 2016,"Nro. 180, 18/09/2019",Cerca de 4 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=503&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=503&type=resume,https://www.juntadeandalucia.es/eboja/2019/180/BOJA19-180-00124-13421-01_00161668.pdf,2016
12,Organismos y Empresas Públicas,OE 07/2015,"Fiscalización de regularidad de Andalucía Emprende, Fundación Pública Andaluza","Nro. 110, 08/06/2018",Cerca de 4 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=411&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=411&type=resume,http://www.juntadeandalucia.es/boja/2018/110/BOJA18-110-00112-9963-01_00137323.pdf,2015
16,Organismos y Empresas Públicas,OE 09/2015,Fiscalización de regularidad de la Fundación Pública Andaluza para la Integración Social de Personas con Enfermedad Mental (FAISEM),"Nro. 93, 18/05/2016",Cerca de 2 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=413&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=413&type=resume,http://www.juntadeandalucia.es/eboja/2017/93/BOJA17-093-00107-8436-01_00113680.pdf,2015
17,Organismos y Empresas Públicas,OE 06/2015,Fiscalización de regularidad de la Agencia Andaluza de Instituciones Culturales,"Nro. 92, 17/05/2016",Cerca de 2 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=410&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=410&type=resume,http://www.juntadeandalucia.es/eboja/2017/92/BOJA17-092-00165-8435-01_00113679.pdf,2015
18,Organismos y Empresas Públicas,OE 01/2015,Conciliación de saldos pendientes de cobro Junta de Andalucía-Agencias públicas empresariales,"Nro. 246, 27/12/2016",Cerca de 2 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=405&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=405&type=resume,http://www.juntadeandalucia.es/boja/2016/246/BOJA16-246-00106-22573-01_00104816.pdf,2015
2,Organismos y Empresas Públicas,OE 02/2015,Fiscalización operativa de la gestión de la Red de Energía de la Junta de Andalucía (REDEJA). 2007 a 2015,"Nro. 30, 13/02/2020",Cerca de 6 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=406&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=406&type=resume,https://www.juntadeandalucia.es/eboja/2020/30/BOJA20-030-00129-2065-01_00169517.pdf,2015
24,Organismos y Empresas Públicas,OE 05/2015,Fiscalización operativa del Instituto Andaluz de Prevención de Riesgos Laborales (IAPRL),"Nro. 146, 01/08/2016",Cerca de 2 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=409&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=409&type=resume,http://www.juntadeandalucia.es/boja/2016/146/BOJA16-146-00044-13828-01_00096207.pdf,2015
22,Organismos y Empresas Públicas,OE 04/2014,Fiscalización de regularidad de la Fundación Instituto Mediterráneo para el Avance de la Biotecnología y la Investigación (FIMABIS),"Nro. 246, 27/12/2016",Cerca de 3 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=437&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=437&type=resume,http://www.juntadeandalucia.es/boja/2016/246/BOJA16-246-00063-22566-01_00104809.pdf,2014
27,Organismos y Empresas Públicas,OE 07/2014,Fiscalización del Plan Andaluz de Atención al Ictus (2011-2014) y seguimiento de recomendaciones del Informe de Fiscalización del Proceso Asistencial Integrado Cáncer de Mama (2009),"Nro. 33,18/02/2016",Cerca de 3 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=440&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=440&type=resume,http://www.juntadeandalucia.es/boja/2016/33/s3,2014
23,Organismos y Empresas Públicas,OE 01/2014,Fiscalización de regularidad de la Agencia de Servicios Sociales y Dependencia de Andalucía,"Nro. 239, 15/12/2016",Cerca de 3 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=434&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=434&type=resume,http://www.juntadeandalucia.es/boja/2016/239/BOJA16-239-00084-21850-01_00104111.pdf,2014
15,Organismos y Empresas Públicas,OE 06/2014,Fiscalización de determinadas áreas de la gestión de Recursos Humanos del Sector Sanitario Público de Andalucía,"Nro. 214, 08/11/2017",Cerca de 4 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=439&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=439&type=resume,http://www.juntadeandalucia.es/eboja/2017/214/BOJA17-214-00107-19142-01_00124171.pdf,2014
21,Organismos y Empresas Públicas,OE 03/2014,Fiscalización de regularidad de la Fundación Pública Andaluza para la Gestión de la Investigación en Salud de Sevilla (FISEVI),"Nro. 246, 27/12/2016",Cerca de 3 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=436&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=436&type=resume,http://www.juntadeandalucia.es/boja/2016/246/BOJA16-246-00064-22565-01_00104814.pdf,2014
20,Organismos y Empresas Públicas,OE 02/2014,Fiscalización de regularidad de la Fundación Pública Andaluza para la Investigación Biosanitaria en Andalucía Oriental - Alejandro Otero (FIBAO),"Nro. 246, 27/12/2016",Cerca de 3 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=435&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=435&type=resume,http://www.juntadeandalucia.es/boja/2016/246/BOJA16-246-00051-22563-01_00104808.pdf,2014
19,Organismos y Empresas Públicas,OE 05/2014,Fiscalización de regularidad del ente público andaluz de Infraestructuras y Servicios Educativos (ISE) y seguimiento de recomendaciones,"Nro. 246, 27/12/2016",Cerca de 3 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=438&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=438&type=resume,http://www.juntadeandalucia.es/boja/2016/246/BOJA16-246-00177-22560-01_00104795.pdf,2014
37,Organismos y Empresas Públicas,OE 08/2013,Fiscalización de regularidad de la Mancomunidad de Municipios de la comarca cordobesa Alto Guadalquivir,"Nro. 109, 09/06/2014",Cerca de 2 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=366&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=366&type=resume,http://www.juntadeandalucia.es/boja/2014/109/s3,2013
31,Organismos y Empresas Públicas,OE 09/2013,Fiscalización horizontal de los parques científico-tecnológicos andaluces. Ejercicios 2010 a 2012,"Nro. 91, 14/05/2015",Cerca de 3 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=388&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=388&type=resume,http://www.juntadeandalucia.es/eboja/2015/91/s3.html,2013
34,Organismos y Empresas Públicas,OE 06/2013,Fiscalización de la Agencia Pública Empresarial Sanitaria Bajo Guadalquivir,"Nro. 249, 22/12/2014",Cerca de 2 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=377&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=377&type=resume,http://www.juntadeandalucia.es/boja/2014/249/BOJA14-249-00125-21027-01_00060269.pdf,2013
33,Organismos y Empresas Públicas,OE 02/2013,Fiscalización del Consorcio Sanitario Público del Aljarafe. 2012,"Nro. 249, 22/12/2014",Cerca de 2 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=378&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=378&type=resume,http://www.juntadeandalucia.es/boja/2014/249/BOJA14-249-00078-21025-01_00060268.pdf,2013
32,Organismos y Empresas Públicas,OE 11/2013,Análisis de las actuaciones público-privadas de la Agencia de Obra Pública de la Junta de Andalucía. 2013,"Nro. 07, 13/01/2015",Cerca de 3 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=382&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=382&type=resume,http://www.juntadeandalucia.es/eboja/2015/7/s3.html,2013
29,Organismos y Empresas Públicas,OE 07/2013,"Fiscalización de regularidad de la Sociedad de Gestión, Financiación e Inversión Patrimonial, S.A. (SOGEFINPA). 2012","Nro. 138, 17/07/2015",Cerca de 3 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=393&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=393&type=resume,http://www.juntadeandalucia.es/boja/2015/138/s3,2013
30,Organismos y Empresas Públicas,OE 10/2013,Fiscalización de legalidad y operativa de determinadas áreas de la Agencia Pública Empresarial de la Radio y Televisión de Andalucía (RTVA). 2012,"Nro. 108, 08/06/2015",Cerca de 3 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=391&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=391&type=resume,http://www.juntadeandalucia.es/eboja/2015/108/BOJA15-108-00098-10081-01_00071185.pdf,2013
26,Organismos y Empresas Públicas,OE 01/2013,Fiscalización de regularidad de la Agencia de Medio Ambiente y Agua de Andalucía. 2012,"Nro. 32, 17/02/2016",Cerca de 4 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=458&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=458&type=resume,http://www.juntadeandalucia.es/boja/2016/32/s3,2013
25,Organismos y Empresas Públicas,OE 04/2013,Fiscalización de los recursos y aplicaciones de fondos de la Agencia de Innovación y Desarrollo Tecnológico de Andalucía (IDEA). 2012,"Nro. 33, 18/02/2016",Cerca de 4 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=460&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=460&type=resume,http://www.juntadeandalucia.es/boja/2016/33/BOJA16-033-00262-2486-01_00085126.pdf,2013
28,Organismos y Empresas Públicas,OE 03/2013,"Fiscalización de Regularidad de la empresa pública de Gestión de Activos, S.A. (EPGASA). 2012","Nro. 33, 18/02/2016",Cerca de 4 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=459&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=459&type=resume,http://www.juntadeandalucia.es/boja/2016/33/s3,2013
38,Organismos y Empresas Públicas,OE 03/2012,"Fiscalización horizontal de la gestión de las ayudas de la Junta de Andalucía a las Unidades Territoriales de Empleo, Desarrollo Local y Tecnológico (UTEDLT)","Nro. 45, 07/03/2014",Cerca de 3 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=355&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=355&type=resume,http://www.juntadeandalucia.es/boja/2014/45/BOJA14-045-00083-3447-01_00043120.pdf,2012
39,Organismos y Empresas Públicas,OE 01/2012,Fiscalización de subvenciones del SAE para la formación profesional para el empleo y seguimiento de recomendaciones incluidas en el informe de 2004,"Nro. 30, 13/02/2014",Cerca de 3 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=354&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=354&type=resume,http://www.juntadeandalucia.es/boja/2014/30/s3,2012
40,Organismos y Empresas Públicas,OE 05/2012,Fiscalización de regularidad de la Agencia Pública de Puertos de Andalucía (consolidado),"Nro. 250, 24/12/2013",Cerca de 2 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=351&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=351&type=resume,http://www.juntadeandalucia.es/boja/2013/250/index.html,2012
41,Organismos y Empresas Públicas,OE 02.1/2012,Fiscalización de las fuentes de financiación y de la gestión de recursos humanos de la Empresa Pública de Suelo de Andalucía (EPSA). 2011,"Nro. 245, 17/12/2013",Cerca de 2 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=349&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=349&type=resume,http://www.juntadeandalucia.es/boja/2013/245/index.html,2012
42,Organismos y Empresas Públicas,OE 09/2012,"Fiscalización de regularidad de la Empresa Municipal de Vivienda, Suelo y Equipamiento de Sevilla, S.A. (EMVISESA)","Nro. 218, 06/11/2013",Cerca de 2 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=347&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=347&type=resume,http://www.juntadeandalucia.es/boja/2013/218/s3,2012
43,Organismos y Empresas Públicas,OE 04/2012,Análisis comparativo de dos Distritos de Atención Primaria,"Nro. 210, 24/10/2013",Cerca de 2 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=346&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=346&type=resume,http://www.juntadeandalucia.es/boja/2013/210/s3,2012
46,Organismos y Empresas Públicas,OE 07/2012,Fiscalización de regularidad del Organismo Autónomo de Gestión Tributaria y Otros Servicios del Ayuntamiento de Málaga,"Nro. 90, 10/05/2013",Cerca de 2 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=337&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=337&type=resume,http://www.juntadeandalucia.es/boja/2013/90/s3,2012
36,Organismos y Empresas Públicas,OE 02.2/2012,Fiscalización de las fuentes de financiación y de la gestión de recursos humanos de la Agencia de Gestión Agraria y Pesquera (AGAPA),"Nro. 129, 05/07/2014",Cerca de 3 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=368&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=368&type=resume,http://www.juntadeandalucia.es/boja/2014/129/index.html,2012
35,Organismos y Empresas Públicas,OE 03/2011,Fiscalización de regularidad de la Fundación Progreso y Salud. 2010 ,"Nro. 131, 08/07/2014",Cerca de 4 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=369&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=369&type=resume,Debe consultarse directamente en BOJA,2011
50,Organismos y Empresas Públicas,OE 01/2011,Fiscalización de las subvenciones concedidas a los Consorcios Escuela de Formación para el Empleo de la Junta de Andalucía. 2008-2009,"Nro. 80, 25/04/2013",Cerca de 3 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=329&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=329&type=resume,http://www.juntadeandalucia.es/boja/2013/80/BOJA13-080-00043-5297-01_00024291.pdf,2011
53,Organismos y Empresas Públicas,OE 08/2011,Fiscalización de la actividad de fomento del Servicio Andaluz de Empleo (SAE) y seguimiento de las recomendaciones incluidas en el informe de determinadas áreas del SAE-2004. Ejercicio 2009,"Nro. 249, 21/12/2012",Cerca de 2 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=319&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=319&type=resume,http://www.juntadeandalucia.es/boja/2012/249/BOJA12-249-00074-20346-01_00018494.pdf,2011
52,Organismos y Empresas Públicas,OE 06/2011,"Fiscalización de regularidad de la Escuela Andaluza de Salud Pública, S. A. 2010","Nro. 249, 21/12/2012",Cerca de 2 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=323&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=323&type=resume,http://www.juntadeandalucia.es/boja/2012/249/BOJA12-249-00060-20350-01_00018497.pdf,2011
51,Organismos y Empresas Públicas,OE 07/2011,"Fiscalización de regularidad de la Empresa Municipal de Saneamientos de Córdoba, S.A.(SADECO) ","Nro. 13, 18/01/2013",Cerca de 3 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=325&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=325&type=resume,Debe consultarse directamente en BOJA,2011
47,Organismos y Empresas Públicas,OE 10/2011,Fiscalización de regularidad de la Sociedad para la Promoción y Reconversión Económica de Andalucía (SOPREA) y de los fondos sin personalidad jurídica en los que interviene. 2010 ,"Nro. 90, 10/05/2013",Cerca de 3 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=336&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=336&type=resume,Debe consultarse directamente en BOJA,2011
49,Organismos y Empresas Públicas,OE 05/2011,"Fiscalización de los fondos destinados al desarrollo del tejido empresarial y fomento de la innovación en Andalucía, gestionados por la Agencia de Innovación y Desarrollo de Andalucía (IDEA). 2010 ","Nro. 80, 25/04/2013",Cerca de 3 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=334&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=334&type=resume,Debe consultarse directamente en BOJA,2011
48,Organismos y Empresas Públicas,OE 02/2011,Fiscalización operativa del Hospital Universitario Virgen de la Victoria de Málaga. 2010 ,"Nro. 90, 10/05/2013",Cerca de 3 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=335&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=335&type=resume,Debe consultarse directamente en BOJA,2011
44,Organismos y Empresas Públicas,OE 09/2011,"Fiscalización de regularidad de Sevilla Global, S.A.M. 2010 ","Nro. 122, 25/06/2013",Cerca de 3 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=340&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=340&type=resume,Debe consultarse directamente en BOJA,2011
58,Organismos y Empresas Públicas,OE 04/2011,Fiscalización de regularidad del Servicio Provincial de Recaudación y Gestión Tributaria de la Diputación Provincial de Huelva. 2010 ,"Nro. 227, 20/11/2012",Cerca de 2 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=308&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=308&type=resume,http://www.juntadeandalucia.es/boja/2012/227/BOJA12-227-00030-18616-01_00016957.pdf,2011
59,Organismos y Empresas Públicas,OE 12/2010,Fiscalización de regularidad del Consorcio del Palacio de Exposiciones y Congresos de Sevilla. 2009 ,"Nro. 243, 14/12/2011",Cerca de 2 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=301&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=301&type=resume,Debe consultarse directamente en BOJA,2010
69,Organismos y Empresas Públicas,OE 02/2010,Fiscalización del proceso asistencial integrado Cáncer de Mama. 2009 ,"Nro. 132, 07/07/2011",Cerca de 2 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=172&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=172&type=resume,Debe consultarse directamente en BOJA,2010
66,Organismos y Empresas Públicas,OE 09/2010,"Análisis comparativo de la gestión desarrollada por los consorcios metropolitanos de transporte de Bahía de Cádiz, Granada, Málaga y Sevilla. 2009","Nro. 178, 09/09/2011",Cerca de 2 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=179&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=179&type=resume,Debe consultarse directamente en BOJA,2010
63,Organismos y Empresas Públicas,OE 10/2010,Fiscalización de regularidad de la Gerencia Municipal de Urbanismo y Obras de Granada. 2009 ,"Nro. 221, 10/11/2011",Cerca de 2 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=314&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=314&type=resume,Debe consultarse directamente en BOJA,2010
60,Organismos y Empresas Públicas,OE 03/2010,Auditoría Operativa del Área de Gestión Sanitaria Campo de Gibraltar. 2009 ,"Nro. 224, 15/11/2011",Cerca de 2 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=191&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=191&type=resume,Debe consultarse directamente en BOJA,2010
45,Organismos y Empresas Públicas,OE 06/2010,Fiscalización de las ayudas gestionadas por la Agencia Andaluza de Cooperación Internacional para el Desarrollo. 2009 ,"Nro. 110, 07/06/2013",Cerca de 4 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=338&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=338&type=resume,Debe consultarse directamente en BOJA,2010
57,Organismos y Empresas Públicas,OE 07/2010,Fiscalización de las subvenciones del Programa de Transcición al Empleo de la Junta de Andalucía (PROTEJA) de la Fundación Andaluza Fondo de Formación y Empleo. 2009 y 2010 ,"Nro. 33, 17/02/2012",Cerca de 3 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=195&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=195&type=resume,Debe consultarse directamente en BOJA,2010
54,Organismos y Empresas Públicas,OE 11/2010,"Fiscalización de la Sociedad de Planificación y Desarrollo, S.A. (SOPDE). 2009 ","Nro. 55, 20/03/2012",Cerca de 3 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=305&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=305&type=resume,Debe consultarse directamente en BOJA,2010
56,Organismos y Empresas Públicas,OE 01/2010,Análisis y seguimiento de los servicios concertados por el Sistema Sanitario Público Andaluz: SAS. 2009 ,"Nro. 33, 17/02/2012",Cerca de 3 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=197&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=197&type=resume,Debe consultarse directamente en BOJA,2010
55,Organismos y Empresas Públicas,OE 08/2010,"Fiscalización de regularidad de la Empresa Pública Inversión y Gestión de Capital Riesgo de Andalucía, S.A.U. (INVERCARIA). 2009 ","Nro. 224, 15/11/2012",Cerca de 3 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=21&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=21&type=resume,Debe consultarse directamente en BOJA,2010
78,Organismos y Empresas Públicas,OE 03/2009,"Fiscalización de regularidad de la Empresa Provincial de Vivienda, Suelo y Equipamiento de Granada, S.A. (VISOGSA). 2008 ","Nro. 118, 17/06/2010",Cerca de 2 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=288&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=288&type=resume,Debe consultarse directamente en BOJA,2009
76,Organismos y Empresas Públicas,OE 09/2009,Fiscalización de regularidad de la Gerencia Municipal de Urbanismo de Huelva. 2008 ,"Nro. 130, 05/07/2010",Cerca de 2 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=291&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=291&type=resume,Debe consultarse directamente en BOJA,2009
61,Organismos y Empresas Públicas,OE 02/2009,"Fiscalización del Plan de Inversiones de las Universidades Andaluzas (Granada, Málaga y Sevilla). Plan Plurianual 2006-2010 ","Nro. 220, 09/11/2011",Cerca de 3 año(s),https://www.ccuentas.es/public/modules/report/downloader.php?file=189&type=complete,https://www.ccuentas.es/public/modules/report/downloader.php?file=189&type=resume,Debe consultarse directamente en BOJA,2009
